Graph_Type,Base_Diameter,Achieved_Reduced_Diameter,QAOA_Layers_p,Formal_Strategy,Mean_AR,Max_AR,Min_AR,Std_AR,Unique_N_Tested,Total_Graphs_Tested,Baseline_Mean_AR,Absolute_AR_Lift,Improvement_Percentage
Bipartite,5,5,3,Standard_QAOA,0.9869967207494781,0.9999999704750896,0.9090903486015006,0.02924713226460123,9,22,0.9869967207494781,0.0,0.0
Bipartite,5,4,3,XX_Mixer,0.9860240864478446,0.9999999656182996,0.8947365905010322,0.03432278645516716,9,20,0.9869967207494781,-0.0009726343016335237,-0.09854483618698873
Bipartite,5,4,3,XX+YY_Mixer,0.996737811545159,0.9999999607703935,0.9347730221037246,0.014584998071189039,9,20,0.9869967207494781,0.009741090795680862,0.9869425694022512
Bipartite,5,3,3,XX_Mixer,0.9919553879153469,0.9999999702935616,0.9090902494608756,0.023430138223276657,9,22,0.9869967207494781,0.004958667165868791,0.5023995583393039
Bipartite,5,3,3,XX+YY_Mixer,0.9999993578635512,0.9999999631430994,0.9999978428167922,6.460417692715603e-07,9,22,0.9869967207494781,0.013002637114073123,1.317394155494209
Bipartite,5,2,3,XX_Mixer,0.988416805383683,0.9999998735421028,0.9090907688315716,0.029913949670047933,9,22,0.9869967207494781,0.0014200846342049545,0.14387936700808998
Bipartite,5,2,3,XX+YY_Mixer,0.9999966517947168,0.9999998433996644,0.999977677474756,5.5166959466906245e-06,9,22,0.9869967207494781,0.012999931045238666,1.3171199834754406
Bipartite,5,1,3,XX_Mixer,0.9812666662370542,0.9999997443047066,0.9056703474552964,0.028760501532860906,9,22,0.9869967207494781,-0.005730054512423921,-0.5805545643629689
Bipartite,5,1,3,XX+YY_Mixer,0.9886489833335331,0.9999992304269256,0.9282544639350804,0.020656461461494358,9,22,0.9869967207494781,0.001652262584055042,0.16740304697267816
Bipartite,6,6,1,Standard_QAOA,0.8040323903783533,0.8571428513847745,0.7608695476715335,0.048857630934950824,3,5,0.8040323903783533,0.0,0.0
Bipartite,6,5,1,XX_Mixer,0.7693236620716457,0.7777777647774923,0.7608695593657993,0.011955906704303177,2,2,0.8040323903783533,-0.03470872830670757,-4.316832098066932
Bipartite,6,5,1,XX+YY_Mixer,0.7693236587599863,0.7777777688566899,0.7608695486632828,0.011955917156553439,2,2,0.8040323903783533,-0.03470873161836696,-4.316832509948273
Bipartite,6,4,1,XX_Mixer,0.7996845667091416,0.8571428545202987,0.7391304208391251,0.05432078227607596,3,5,0.8040323903783533,-0.0043478236692117145,-0.5407523031709904
Bipartite,6,4,1,XX+YY_Mixer,0.8032181771681687,0.8571428546438975,0.7608695400145475,0.0496517615796325,3,5,0.8040323903783533,-0.0008142132101846,-0.1012662201085526
